Fecha Emision;Cantidad;Descripcion;Articulo Proveedor
24-nov-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
29-dic-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
25-mar-25;4;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
02-ene-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
14-ene-25;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
31-ene-25;3;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
19-jun-25;4;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
25-jul-25;3;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
11-ago-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
12-ago-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
19-ago-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
27-ago-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
09-sept-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
09-sept-25;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
06-oct-25;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
08-oct-25;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
18-nov-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
24-nov-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
29-dic-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
25-mar-25;4;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
30-ene-26;4;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
19-feb-26;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
11-nov-25;2;TINTA EP T54KA20 ULTRACHROME DG2 WHITE 800ML;T54KA20
22-dic-25;2;TINTA EP T54KA20 ULTRACHROME DG2 WHITE 800ML;T54KA20
20-may-25;2;TINTA EP T54KA20 ULTRACHROME DG2 WHITE 800ML;T54KA20
02-jul-25;2;TINTA EP T54KA20 ULTRACHROME DG2 WHITE 800ML;T54KA20
11-nov-25;2;TINTA EP T54KA20 ULTRACHROME DG2 WHITE 800ML;T54KA20
22-dic-25;2;TINTA EP T54KA20 ULTRACHROME DG2 WHITE 800ML;T54KA20
20-may-25;2;TINTA EP T54KA20 ULTRACHROME DG2 WHITE 800ML;T54KA20
02-jul-25;2;TINTA EP T54KA20 ULTRACHROME DG2 WHITE 800ML;T54KA20
13-mar-26;2;TINTA EP T54KA20 ULTRACHROME DG2 WHITE 800ML;T54KA20
12-nov-25;1;TINTA EP T55A120 F1070 ULTRACHROME DG2 NEGRO 250 M;T55A120
04-mar-25;1;TINTA EP T55A120 F1070 ULTRACHROME DG2 NEGRO 250 M;T55A120
12-nov-25;1;TINTA EP T55A120 F1070 ULTRACHROME DG2 NEGRO 250 M;T55A120
04-mar-25;1;TINTA EP T55A120 F1070 ULTRACHROME DG2 NEGRO 250 M;T55A120
12-nov-25;1;TINTA EP T55A220 F1070 ULTRACHROME DG2 CYAN 250 ML;T55A220
04-mar-25;1;TINTA EP T55A220 F1070 ULTRACHROME DG2 CYAN 250 ML;T55A220
12-nov-25;1;TINTA EP T55A220 F1070 ULTRACHROME DG2 CYAN 250 ML;T55A220
04-mar-25;1;TINTA EP T55A220 F1070 ULTRACHROME DG2 CYAN 250 ML;T55A220
12-nov-25;1;TINTA EP T55A320 F1070 ULTRACHROME DG2 MAGENTA 250;T55A320
04-mar-25;1;TINTA EP T55A320 F1070 ULTRACHROME DG2 MAGENTA 250;T55A320
12-nov-25;1;TINTA EP T55A320 F1070 ULTRACHROME DG2 MAGENTA 250;T55A320
04-mar-25;1;TINTA EP T55A320 F1070 ULTRACHROME DG2 MAGENTA 250;T55A320
12-nov-25;1;TINTA EP T55A420 F1070 ULTRACHROME DG2 YELLOW 250;T55A420
04-mar-25;1;TINTA EP T55A420 F1070 ULTRACHROME DG2 YELLOW 250;T55A420
12-nov-25;1;TINTA EP T55A420 F1070 ULTRACHROME DG2 YELLOW 250;T55A420
04-mar-25;1;TINTA EP T55A420 F1070 ULTRACHROME DG2 YELLOW 250;T55A420
09-may-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
13-jun-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
06-ago-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
12-nov-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
25-nov-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
29-ene-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
04-mar-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
17-mar-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
15-abr-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
20-may-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
29-may-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
09-may-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
13-jun-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
06-ago-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
12-nov-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
25-nov-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
29-ene-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
04-mar-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
17-mar-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
15-abr-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
20-may-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
29-may-25;1;TINTA EP T55AA20 F1070 ULTRACHROME DG2 WHITE 250 M;T55AA20
11-feb-26;1;TINTA EP T57S120 NEGRO ULTRACHROME G6070DF 1.6L;T57S120
11-feb-26;1;TINTA EP T57S220 CYAN ULTRACHROME G6070DF 1.6L;T57S220
11-feb-26;1;TINTA EP T57S320 MAGENTA ULTRACHROME G6070DF 1.6L;T57S320
11-feb-26;1;TINTA EP T57S420 YELLOW ULTRACHROME G6070DF 1.6L;T57S420
11-feb-26;1;TINTA EP T57SA20 WHITE ULTRACHROME G6070DF 1.6L;T57SA20
16-mar-26;1;TINTA EP T57SA20 WHITE ULTRACHROME G6070DF 1.6L;T57SA20
26-jul-24;1;TINTA EP T694100 NEGRO 700ML (T5270DR);T694100
26-jul-24;1;TINTA EP T694200 CYAN 700ML (T5270DR);T694200
25-sept-24;1;TINTA EP T694200 CYAN 700ML (T5270DR);T694200
29-ene-25;1;TINTA EP T694200 CYAN 700ML (T5270DR);T694200
29-ene-25;1;TINTA EP T694200 CYAN 700ML (T5270DR);T694200
29-jul-24;1;TINTA EP T694300 MAGENTA 700ML (T5270DR);T694300
23-ago-24;1;TINTA EP T694300 MAGENTA 700ML (T5270DR);T694300
04-sept-24;1;TINTA EP T694300 MAGENTA 700ML (T5270DR);T694300
25-sept-24;1;TINTA EP T694300 MAGENTA 700ML (T5270DR);T694300
26-jul-24;1;TINTA EP T694400 YELLOW 700ML (T5270DR);T694400
29-ene-25;1;TINTA EP T694400 YELLOW 700ML (T5270DR);T694400
29-ene-25;1;TINTA EP T694400 YELLOW 700ML (T5270DR);T694400
26-jul-24;1;TINTA EP T694500 NEGRO MATTE 700ML (T5270DR);T694500
23-ago-24;1;TINTA EP T694500 NEGRO MATTE 700ML (T5270DR);T694500
20-nov-24;2;TINTA EP T725A0N BLANCO 725 (F2100WE);T725A0N
04-oct-24;1;TINTA EP T890100 NEGRO (S40600PE);T890100
11-abr-24;1;TINTA EP T890120 NEGRO (S40600PE);T890120
04-jun-24;1;TINTA EP T890120 NEGRO (S40600PE);T890120
14-ago-24;1;TINTA EP T890120 NEGRO (S40600PE);T890120
16-dic-24;1;TINTA EP T890120 NEGRO (S40600PE);T890120
06-ene-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
11-abr-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
19-jun-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
06-ago-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
23-sept-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
14-oct-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
19-dic-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
13-feb-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
15-abr-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
06-ene-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
11-abr-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
19-jun-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
06-ago-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
23-sept-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
14-oct-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
19-dic-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
13-feb-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
15-abr-25;1;TINTA EP T890120 NEGRO (S40600PE);T890120
18-feb-26;1;TINTA EP T890120 NEGRO (S40600PE);T890120
30-mar-26;1;TINTA EP T890120 NEGRO (S40600PE);T890120
11-abr-24;1;TINTA EP T890220 CYAN (S40600PE);T890220
04-jun-24;1;TINTA EP T890220 CYAN (S40600PE);T890220
12-nov-24;1;TINTA EP T890220 CYAN (S40600PE);T890220
20-may-24;1;TINTA EP T890220 CYAN (S40600PE);T890220
14-ago-24;1;TINTA EP T890220 CYAN (S40600PE);T890220
16-dic-24;1;TINTA EP T890220 CYAN (S40600PE);T890220
06-ene-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
06-ene-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
07-may-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
07-jul-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
14-oct-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
30-dic-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
15-abr-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
21-may-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
06-ene-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
06-ene-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
07-may-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
07-jul-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
14-oct-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
30-dic-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
15-abr-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
21-may-25;1;TINTA EP T890220 CYAN (S40600PE);T890220
05-ene-26;1;TINTA EP T890220 CYAN (S40600PE);T890220
10-feb-26;1;TINTA EP T890220 CYAN (S40600PE);T890220
11-abr-24;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
03-may-24;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
04-jun-24;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
09-ene-24;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
01-feb-24;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
18-jul-24;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
14-ago-24;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
28-oct-24;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
16-dic-24;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
06-ene-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
06-ene-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
21-abr-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
07-may-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
07-jul-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
13-ago-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
15-sept-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
14-oct-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
10-dic-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
18-dic-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
30-dic-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
21-mar-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
21-may-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
29-may-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
18-jul-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
06-ene-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
06-ene-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
21-abr-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
07-may-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
07-jul-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
13-ago-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
15-sept-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
14-oct-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
10-dic-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
18-dic-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
30-dic-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
21-mar-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
21-may-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
29-may-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
18-jul-25;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
08-ene-26;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
16-feb-26;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
30-mar-26;1;TINTA EP T890320 MAGENTA (S40600PE);T890320
11-abr-24;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
03-may-24;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
04-jun-24;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
08-jul-24;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
07-ago-24;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
21-ago-24;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
04-oct-24;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
24-dic-24;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
09-ene-24;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
20-may-24;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
14-ago-24;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
16-dic-24;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
06-ene-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
06-ene-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
07-jul-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
13-ago-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
19-sept-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
23-sept-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
25-sept-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
17-nov-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
19-dic-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
16-abr-25;2;TINTA EP T890420 AMARILLO (S40600PE);T890420
29-may-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
18-jul-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
06-ene-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
06-ene-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
07-jul-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
13-ago-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
19-sept-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
23-sept-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
25-sept-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
17-nov-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
19-dic-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
16-abr-25;2;TINTA EP T890420 AMARILLO (S40600PE);T890420
29-may-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
18-jul-25;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
10-feb-26;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
16-feb-26;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
18-feb-26;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
31-mar-26;1;TINTA EP T890420 AMARILLO (S40600PE);T890420
